layer,major_class,x,y,value,group,highlight,sample_x,sample_y,uncertainty
detail,Class_07,-2.5,-0.5722097671708452,-0.929391462189689,focus_detail,True,-1.9074980643331791,-0.929391462189689,
detail,Class_07,-2.5,-0.5722097671708452,-1.9462887470301438,focus_detail,True,-3.036892916743457,-1.9462887470301438,
detail,Class_07,-2.5,-0.5722097671708452,-1.0882979753878677,focus_detail,True,-2.6066784889787367,-1.0882979753878677,
detail,Class_07,-2.5,-0.5722097671708452,-1.5180388644184648,focus_detail,True,-3.0079693764324995,-1.5180388644184648,
overview,Class_08,-1.5,-0.21662078334692858,-0.21662078334692858,tier_3,False,,,0.17938191092625172
overview,Class_09,-0.5,-0.13595591441536015,-0.13595591441536015,tier_0,False,,,0.14313284439987328
overview,Class_10,0.5,0.07452116642859505,0.07452116642859505,tier_1,False,,,0.10087758397234106
overview,Class_11,1.5,0.33302391220022215,0.33302391220022215,tier_2,False,,,0.14677409617660342
overview,Class_12,2.5,0.5742612022059193,0.5742612022059193,tier_3,False,,,0.10422767094296095
overview,Class_13,3.5,0.639465192900619,0.639465192900619,tier_0,False,,,0.17612571275863265
overview,Class_14,4.5,0.6998819423009569,0.6998819423009569,tier_1,False,,,0.1318202576319805
overview,Class_15,5.5,0.8477949046351799,0.8477949046351799,tier_2,False,,,0.17187867446640642
overview,Class_16,6.5,1.0243606418833253,1.0243606418833253,tier_3,False,,,0.1025371657353801
overview,Class_17,7.5,0.9150497792790367,0.9150497792790367,tier_0,False,,,0.13608864222761524
overview,Class_18,8.5,1.037600618564786,1.037600618564786,tier_1,False,,,0.0944937528040476
